Player,Conference,Team,Position,offenseDefense,Salary,Bonus,Total
Marcus Price,NFC,Saints,OL,Offense,358000,0,358000
Jake Reed,NFC,Saints,WR,Offense,500000,602000,1102000
Tutan Reyes,NFC,Saints,OL,Offense,193000,38700,231700
William Roaf,NFC,Saints,OL,Offense,2055000,1512500,3567500
Darrin Smith,NFC,Saints,LB,Defense,440000,60000,500000
Terrelle Smith,NFC,Saints,RB,Offense,193000,101700,294700
Dave Stachelski,NFC,Saints,TE,Offense,193000,0,193000
Daryl Terrell,NFC,Saints,OL,Offense,275000,4100,279100
Corey Terry,NFC,Saints,DE,Defense,275000,0,275000
Fred Thomas,NFC,Saints,CB,Defense,500000,302200,802200
Billy Jo Tolliver,NFC,Saints,QB,Offense,440000,0,440000
Jared Tomich,NFC,Saints,DE,Defense,472000,3800,475800
Kyle Turley,NFC,Saints,OL,Offense,358000,1060000,1418000
Fred Weary,NFC,Saints,CB,Defense,358000,87800,445800
Austin Wheatley,NFC,Saints,TE,Offense,193000,32600,225600
Willie Whitehead,NFC,Saints,DE,Defense,275000,3500,278500
Ricky Williams,NFC,Saints,RB,Offense,275000,1314500,1589500
Wally Williams,NFC,Saints,OL,Offense,1000000,1600000,2600000
Robert Wilson,NFC,Saints,WR,Offense,358000,3800,361800
Fred Beasley,NFC,49ers,RB,Offense,358000,16600,374600
Zack Bronson,NFC,49ers,S,Defense,472000,0,472000
Ray Brown,NFC,49ers,OL,Offense,440000,1544200,1984200
Junior Bryant,NFC,49ers,DE,Defense,500000,642900,1142900
Brentson Buckner,NFC,49ers,DT,Defense,440000,0,440000
Giovanni Carmazzi,NFC,49ers,QB,Offense,193000,166700,359700
Greg Clark,NFC,49ers,TE,Offense,385000,715800,1100800
Chris Dalman,NFC,49ers,OL,Offense,275000,729200,1004200
Derrick Deese,NFC,49ers,OL,Offense,440000,680000,1120000
Dan Dercher,NFC,49ers,OL,Offense,275000,10400,285400
Terrence Dupree,NFC,49ers,TE,Offense,111000,5800,116800
John Engelberger,NFC,49ers,DE,Defense,351000,263000,614000
Dave Fiore,NFC,49ers,OL,Offense,413000,462300,875300
Jeff Garcia,NFC,49ers,QB,Offense,312500,15400,327900
Charlie Garner,NFC,49ers,RB,Offense,440000,315000,755000
Scott Gragg,NFC,49ers,OL,Offense,440000,175000,615000
Ronnie Heard,NFC,49ers,S,Defense,193000,0,193000
Garrison Hearst,NFC,49ers,RB,Offense,288200,1840000,2128200
Nate Hobgood-Chittick,NFC,49ers,DT,Defense,358000,0,358000
Tyrone Hopson,NFC,49ers,OL,Offense,275000,0,275000
Terry Jackson,NFC,49ers,RB,Offense,275000,33900,308900
Brian Jennings,NFC,49ers,TE,Offense,193000,8300,201300
Travis Jervey,NFC,49ers,RB,Offense,440000,266200,706200
John Keith,NFC,49ers,S,Defense,193000,94000,287000
Cedric Killings,NFC,49ers,DT,Defense,193000,5000,198000
Jason Kyle,NFC,49ers,LB,Defense,461900,0,461900
Jonas Lewis,NFC,49ers,RB,Offense,193000,0,193000
Ben Lynch,NFC,49ers,OL,Offense,275000,13200,288200
Reggie McGrew,NFC,49ers,DT,Defense,500000,357100,857100
John Milem,NFC,49ers,DE,Defense,193000,34500,227500
Rick Mirer,NFC,49ers,QB,Offense,440000,0,440000
Delmoni Montgomery,NFC,49ers,CB,Defense,385000,1900,386900
Jason Moore,NFC,49ers,S,Defense,275000,0,275000
Jeremy Newberry,NFC,49ers,OL,Offense,358000,176600,534600
Ken Norton,NFC,49ers,LB,Defense,440000,1149400,1589400
Chike Okeafor,NFC,49ers,DE,Defense,275000,115800,390800
Phil Ostrowski,NFC,49ers,OL,Offense,358000,32600,390600
Terrell Owens,NFC,49ers,WR,Offense,413000,1412400,1825400
Anthony Parker,NFC,49ers,CB,Defense,250000,58600,308600
Julian Peterson,NFC,49ers,LB,Defense,315000,753300,1068300
Anthony Pleasant,NFC,49ers,DE,Defense,465000,125000,590000
Ahmed Plummer,NFC,49ers,CB,Defense,440000,392900,832900
Jeff Posey,NFC,49ers,LB,Defense,358000,0,358000
Pierson Prioleau,NFC,49ers,S,Defense,275000,86600,361600
Tim Rattay,NFC,49ers,QB,Offense,193000,12300,205300
Jerry Rice,NFC,49ers,WR,Offense,1050000,3480400,4530400
Wade Richey,NFC,49ers,P/K,Offense,358000,0,358000
Lance Schulters,NFC,49ers,S,Defense,358000,74300,432300
Paul Smith,NFC,49ers,RB,Offense,193000,38300,231300
Chad Stanley,NFC,49ers,P/K,Offense,275000,1500,276500
J.J. Stokes,NFC,49ers,WR,Offense,440000,782900,1222900
Tai Streets,NFC,49ers,WR,Offense,275000,26600,301600
Justin Swift,NFC,49ers,TE,Offense,193000,0,193000
Winfred Tubbs,NFC,49ers,LB,Defense,440000,1753300,2193300
Jeff Ulbrich,NFC,49ers,LB,Defense,193000,128300,321300
Artie Ulmer,NFC,49ers,LB,Defense,358000,0,358000
Jason Webster,NFC,49ers,CB,Defense,240000,297500,537500
Kevin Williams,NFC,49ers,WR,Offense,450000,0,450000
Matt Willig,NFC,49ers,OL,Offense,440000,10000,450000
Bryant Young,NFC,49ers,DT,Defense,440000,2570800,3010800
Ray Agnew,NFC,Rams,DT,Defense,1700000,966700,2666700
Taje Allen,NFC,Rams,CB,Defense,472000,3800,475800
John Baker,NFC,Rams,P/K,Offense,193000,0,193000
Dre Bly,NFC,Rams,CB,Defense,286300,286000,572300
Matt Bowen,NFC,Rams,S,Defense,193000,15000,208000
Isaac Bruce,NFC,Rams,WR,Offense,450000,2445700,2895700
Devin Bush,NFC,Rams,S,Defense,1050000,450000,1500000
Trung Canidate,NFC,Rams,RB,Offense,470000,410000,880000
Kevin Carter,NFC,Rams,DE,Defense,1151000,835800,1986800
Rich Coady,NFC,Rams,S,Defense,275000,114700,389700
Todd Collins,NFC,Rams,LB,Defense,440000,570000,1010000
Ernie Conwell,NFC,Rams,TE,Offense,450000,466700,916700
Steve Everitt,NFC,Rams,OL,Offense,440000,200600,640600
DMarco Farr,NFC,Rams,DT,Defense,1350000,360400,1710400
Marshall Faulk,NFC,Rams,RB,Offense,440000,2412700,2852700
London Fletcher,NFC,Rams,LB,Defense,358000,47500,405500
Joe Germaine,NFC,Rams,QB,Offense,275000,124600,399600
Trent Green,NFC,Rams,QB,Offense,2900000,1225000,4125000
Az-Zahir Hakim,NFC,Rams,WR,Offense,358000,88000,446000
James Hodgins,NFC,Rams,RB,Offense,275000,4600,279600
Robert Holcombe,NFC,Rams,RB,Offense,425000,251000,676000
Torry Holt,NFC,Rams,WR,Offense,720000,1130000,1850000
Tony Horne,NFC,Rams,WR,Offense,358000,1800,359800
Gaylon Hyder,NFC,Rams,DT,Defense,275000,0,275000
Mike Jones,NFC,Rams,LB,Defense,1350000,601000,1951000
Andrew Kline,NFC,Rams,OL,Offense,111000,11000,122000
Leonard Little,NFC,Rams,LB,Defense,358000,137900,495900
Todd Lyght,NFC,Rams,CB,Defense,4042000,0,4042000
Keith Lyle,NFC,Rams,S,Defense,1325000,450000,1775000
Dexter McCleon,NFC,Rams,CB,Defense,472000,308400,780400
Andy McCollum,NFC,Rams,OL,Offense,440000,403300,843300
Keith Miller,NFC,Rams,LB,Defense,193000,1300,194300
Sean Moran,NFC,Rams,DT,Defense,415000,303400,718400
Kaulana Noa,NFC,Rams,OL,Offense,111000,97000,208000
Tom Nutten,NFC,Rams,OL,Offense,415000,251000,666000
Orlando Pace,NFC,Rams,OL,Offense,1100000,3055300,4155300
Ricky Proehl,NFC,Rams,WR,Offense,440000,661100,1101100
Jeff Robinson,NFC,Rams,DE,Defense,440000,3100,443100
Jacoby Shepherd,NFC,Rams,CB,Defense,193000,210000,403000
Cameron Spikes,NFC,Rams,OL,Offense,275000,34900,309900
John St. Clair,NFC,Rams,OL,Offense,193000,118700,311700
Lorenzo Styles,NFC,Rams,LB,Defense,440000,1700,441700
Pete Swanson,NFC,Rams,OL,Offense,275000,0,275000
Chris Thomas,NFC,Rams,WR,Offense,413000,0,413000
Adam Timmerman,NFC,Rams,OL,Offense,440000,2058800,2498800
Ryan Tucker,NFC,Rams,OL,Offense,750000,1333300,2083300
Kurt Warner,NFC,Rams,QB,Offense,358000,1646300,2004300
Justin Watson,NFC,Rams,RB,Offense,275000,3100,278100
Jeff Wilkins,NFC,Rams,P/K,Offense,500000,101700,601700
Roland Williams,NFC,Rams,TE,Offense,358000,89500,447500
Grant Wistrom,NFC,Rams,DE,Defense,991000,1051000,2042000
Brian Young,NFC,Rams,DE,Defense,193000,38000,231000
Jeff Zgonina,NFC,Rams,DT,Defense,440000,165700,605700
